match,inn,bat_team,bowl_team,over,runs,wickets,total,last_4
276,1,DC,RR,5,41,2,154,30
276,1,DC,RR,6,42,2,154,21
276,1,DC,RR,7,46,2,154,24
276,1,DC,RR,8,48,3,154,24
276,1,DC,RR,9,53,3,154,12
276,1,DC,RR,10,55,3,154,13
276,1,DC,RR,11,70,3,154,24
276,1,DC,RR,12,78,4,154,30
276,1,DC,RR,13,84,4,154,31
276,1,DC,RR,14,93,4,154,38
276,1,DC,RR,15,101,4,154,31
276,1,DC,RR,16,104,4,154,26
276,1,DC,RR,17,116,4,154,32
276,1,DC,RR,18,128,4,154,35
276,1,DC,RR,19,140,4,154,39
276,1,DC,RR,20,154,4,154,50
277,1,MI,KKR,1,0,0,170,0
277,1,MI,KKR,2,11,0,170,11
277,1,MI,KKR,3,13,0,170,13
277,1,MI,KKR,4,33,0,170,33
277,1,MI,KKR,5,38,0,170,38
277,1,MI,KKR,6,41,0,170,30
277,1,MI,KKR,7,50,0,170,37
277,1,MI,KKR,8,59,0,170,26
277,1,MI,KKR,9,63,0,170,25
277,1,MI,KKR,10,69,0,170,28
277,1,MI,KKR,11,77,0,170,27
277,1,MI,KKR,12,84,0,170,25
277,1,MI,KKR,13,93,1,170,30
277,1,MI,KKR,14,101,2,170,32
277,1,MI,KKR,15,106,2,170,29
277,1,MI,KKR,16,119,2,170,35
277,1,MI,KKR,17,130,2,170,37
277,1,MI,KKR,18,135,5,170,34
277,1,MI,KKR,19,145,6,170,39
277,1,MI,KKR,20,170,6,170,51
278,1,CSK,SRH,1,0,0,223,0
278,1,CSK,SRH,2,11,0,223,11
278,1,CSK,SRH,3,13,0,223,13
278,1,CSK,SRH,4,26,0,223,26
278,1,CSK,SRH,5,44,0,223,44
278,1,CSK,SRH,6,50,1,223,39
278,1,CSK,SRH,7,55,1,223,42
278,1,CSK,SRH,8,65,1,223,39
278,1,CSK,SRH,9,79,1,223,35
278,1,CSK,SRH,10,91,1,223,41
278,1,CSK,SRH,11,104,1,223,49
278,1,CSK,SRH,12,111,1,223,46
278,1,CSK,SRH,13,116,1,223,37
278,1,CSK,SRH,14,124,1,223,33
278,1,CSK,SRH,15,136,1,223,32
278,1,CSK,SRH,16,152,1,223,41
278,1,CSK,SRH,17,177,1,223,61
278,1,CSK,SRH,18,193,3,223,69
278,1,CSK,SRH,19,203,3,223,67
278,1,CSK,SRH,20,223,3,223,71
279,1,KXIP,RR,1,1,1,145,1
279,1,KXIP,RR,2,6,1,145,6
279,1,KXIP,RR,3,11,1,145,11
279,1,KXIP,RR,4,24,1,145,24
279,1,KXIP,RR,5,28,1,145,27
279,1,KXIP,RR,6,37,1,145,31
279,1,KXIP,RR,7,51,1,145,40
279,1,KXIP,RR,8,58,1,145,34
279,1,KXIP,RR,9,65,1,145,37
279,1,KXIP,RR,10,74,1,145,37
279,1,KXIP,RR,11,85,1,145,34
279,1,KXIP,RR,12,93,1,145,35
279,1,KXIP,RR,13,100,1,145,35
279,1,KXIP,RR,14,104,2,145,30
279,1,KXIP,RR,15,107,3,145,22
279,1,KXIP,RR,16,120,3,145,27
279,1,KXIP,RR,17,127,3,145,27
279,1,KXIP,RR,18,134,3,145,30
279,1,KXIP,RR,19,137,5,145,30
279,1,KXIP,RR,20,145,6,145,25
280,1,RCB,DC,1,1,0,183,1
280,1,RCB,DC,2,6,1,183,6
280,1,RCB,DC,3,16,1,183,16
280,1,RCB,DC,4,23,1,183,23
280,1,RCB,DC,5,32,2,183,31
280,1,RCB,DC,6,40,2,183,34
280,1,RCB,DC,7,48,2,183,32
280,1,RCB,DC,8,55,2,183,32
280,1,RCB,DC,9,65,2,183,33
280,1,RCB,DC,10,74,2,183,34
280,1,RCB,DC,11,79,2,183,31
280,1,RCB,DC,12,83,2,183,28
280,1,RCB,DC,13,89,2,183,24
280,1,RCB,DC,14,92,3,183,18
280,1,RCB,DC,15,99,3,183,20
280,1,RCB,DC,16,106,3,183,23
280,1,RCB,DC,17,124,3,183,35
280,1,RCB,DC,18,148,3,183,56
280,1,RCB,DC,19,160,3,183,61
280,1,RCB,DC,20,183,4,183,77
281,1,SRH,KXIP,1,4,0,150,4
281,1,SRH,KXIP,2,15,0,150,15
281,1,SRH,KXIP,3,23,0,150,23
281,1,SRH,KXIP,4,28,0,150,28
281,1,SRH,KXIP,5,29,1,150,25
281,1,SRH,KXIP,6,37,2,150,22
281,1,SRH,KXIP,7,48,2,150,25
281,1,SRH,KXIP,8,51,4,150,23
281,1,SRH,KXIP,9,52,5,150,23
281,1,SRH,KXIP,10,56,5,150,19
281,1,SRH,KXIP,11,64,5,150,16
281,1,SRH,KXIP,12,71,5,150,20
281,1,SRH,KXIP,13,76,5,150,24
281,1,SRH,KXIP,14,89,5,150,33
281,1,SRH,KXIP,15,98,6,150,34
281,1,SRH,KXIP,16,104,6,150,33
281,1,SRH,KXIP,17,114,6,150,38
281,1,SRH,KXIP,18,128,6,150,39
281,1,SRH,KXIP,19,142,7,150,44
281,1,SRH,KXIP,20,150,7,150,46
282,1,RCB,KKR,1,3,0,115,3
282,1,RCB,KKR,2,5,0,115,5
282,1,RCB,KKR,3,11,0,115,11
282,1,RCB,KKR,4,14,0,115,14
282,1,RCB,KKR,5,16,1,115,13
282,1,RCB,KKR,6,22,1,115,17
282,1,RCB,KKR,7,28,1,115,17
282,1,RCB,KKR,8,42,1,115,28
282,1,RCB,KKR,9,47,2,115,31
282,1,RCB,KKR,10,54,2,115,32
282,1,RCB,KKR,11,57,2,115,29
282,1,RCB,KKR,12,63,2,115,21
282,1,RCB,KKR,13,70,2,115,23
282,1,RCB,KKR,14,76,3,115,22
282,1,RCB,KKR,15,84,3,115,27
282,1,RCB,KKR,16,96,4,115,33
282,1,RCB,KKR,17,102,5,115,32
282,1,RCB,KKR,18,105,6,115,29
282,1,RCB,KKR,19,109,8,115,25
282,1,RCB,KKR,20,115,9,115,19
283,1,CSK,RR,1,3,0,141,3
283,1,CSK,RR,2,7,0,141,7
283,1,CSK,RR,3,16,0,141,16
283,1,CSK,RR,4,22,0,141,22
283,1,CSK,RR,5,26,0,141,23
283,1,CSK,RR,6,37,0,141,30
283,1,CSK,RR,7,44,0,141,28
283,1,CSK,RR,8,59,0,141,37
283,1,CSK,RR,9,66,0,141,40
283,1,CSK,RR,10,75,0,141,38
283,1,CSK,RR,11,82,0,141,38
283,1,CSK,RR,12,86,1,141,27
283,1,CSK,RR,13,89,3,141,23
283,1,CSK,RR,14,94,3,141,19
283,1,CSK,RR,15,100,3,141,18
283,1,CSK,RR,16,105,3,141,19
283,1,CSK,RR,17,113,3,141,24
283,1,CSK,RR,18,116,4,141,22
283,1,CSK,RR,19,130,4,141,30
283,1,CSK,RR,20,141,4,141,36
284,1,DC,KXIP,1,6,1,120,6
284,1,DC,KXIP,2,10,1,120,10
284,1,DC,KXIP,3,22,1,120,22
284,1,DC,KXIP,4,22,2,120,22
284,1,DC,KXIP,5,32,2,120,26
284,1,DC,KXIP,6,40,2,120,30
284,1,DC,KXIP,7,45,3,120,23
284,1,DC,KXIP,8,50,3,120,28
284,1,DC,KXIP,9,51,3,120,19
284,1,DC,KXIP,10,54,3,120,14
284,1,DC,KXIP,11,70,3,120,25
284,1,DC,KXIP,12,75,3,120,25
284,1,DC,KXIP,13,82,3,120,31
284,1,DC,KXIP,14,86,5,120,32
284,1,DC,KXIP,15,90,6,120,20
284,1,DC,KXIP,16,93,6,120,18
284,1,DC,KXIP,17,99,6,120,17
284,1,DC,KXIP,18,106,7,120,20
284,1,DC,KXIP,19,115,7,120,25
284,1,DC,KXIP,20,120,7,120,27
285,1,SRH,MI,1,19,0,178,19
285,1,SRH,MI,2,31,0,178,31
285,1,SRH,MI,3,36,0,178,36
285,1,SRH,MI,4,39,1,178,39
285,1,SRH,MI,5,44,1,178,25
285,1,SRH,MI,6,52,1,178,21
285,1,SRH,MI,7,63,1,178,27
285,1,SRH,MI,8,70,1,178,31
285,1,SRH,MI,9,77,1,178,33
285,1,SRH,MI,10,87,1,178,35
285,1,SRH,MI,11,98,1,178,35
285,1,SRH,MI,12,104,1,178,34
285,1,SRH,MI,13,111,2,178,34
285,1,SRH,MI,14,116,2,178,29
285,1,SRH,MI,15,131,2,178,33
285,1,SRH,MI,16,145,2,178,41
285,1,SRH,MI,17,152,2,178,41
285,1,SRH,MI,18,164,2,178,48
285,1,SRH,MI,19,169,3,178,38
285,1,SRH,MI,20,178,3,178,33
286,1,CSK,DC,1,5,0,168,5
286,1,CSK,DC,2,9,0,168,9
286,1,CSK,DC,3,11,0,168,11
286,1,CSK,DC,4,20,0,168,20
286,1,CSK,DC,5,30,0,168,25
286,1,CSK,DC,6,47,0,168,38
286,1,CSK,DC,7,61,0,168,50
286,1,CSK,DC,8,63,1,168,43
286,1,CSK,DC,9,69,1,168,39
286,1,CSK,DC,10,71,2,168,24
286,1,CSK,DC,11,77,3,168,16
286,1,CSK,DC,12,88,3,168,25
286,1,CSK,DC,13,92,3,168,23
286,1,CSK,DC,14,100,3,168,29
286,1,CSK,DC,15,109,3,168,32
286,1,CSK,DC,16,125,3,168,37
286,1,CSK,DC,17,131,4,168,39
286,1,CSK,DC,18,142,4,168,42
286,1,CSK,DC,19,160,4,168,51
286,1,CSK,DC,20,168,4,168,43
287,1,MI,RR,1,2,0,166,2
287,1,MI,RR,2,10,0,166,10
287,1,MI,RR,3,25,0,166,25
287,1,MI,RR,4,27,1,166,27
287,1,MI,RR,5,35,1,166,33
287,1,MI,RR,6,49,1,166,39
287,1,MI,RR,7,60,1,166,35
287,1,MI,RR,8,66,1,166,39
287,1,MI,RR,9,73,1,166,38
287,1,MI,RR,10,81,1,166,32
287,1,MI,RR,11,94,1,166,34
287,1,MI,RR,12,105,2,166,39
287,1,MI,RR,13,110,3,166,37
287,1,MI,RR,14,123,3,166,42
287,1,MI,RR,15,132,3,166,38
287,1,MI,RR,16,139,4,166,34
287,1,MI,RR,17,147,5,166,37
287,1,MI,RR,18,155,6,166,32
287,1,MI,RR,19,162,6,166,30
287,1,MI,RR,20,166,8,166,27
288,1,RCB,KXIP,1,3,0,190,3
288,1,RCB,KXIP,2,11,0,190,11
288,1,RCB,KXIP,3,18,0,190,18
288,1,RCB,KXIP,4,23,0,190,23
288,1,RCB,KXIP,5,41,0,190,38
288,1,RCB,KXIP,6,58,0,190,47
288,1,RCB,KXIP,7,67,0,190,49
288,1,RCB,KXIP,8,73,0,190,50
288,1,RCB,KXIP,9,77,0,190,36
288,1,RCB,KXIP,10,88,0,190,30
288,1,RCB,KXIP,11,96,0,190,29
288,1,RCB,KXIP,12,108,1,190,35
288,1,RCB,KXIP,13,115,1,190,38
288,1,RCB,KXIP,14,125,1,190,37
288,1,RCB,KXIP,15,133,1,190,37
288,1,RCB,KXIP,16,140,2,190,32
288,1,RCB,KXIP,17,145,3,190,30
288,1,RCB,KXIP,18,157,3,190,32
288,1,RCB,KXIP,19,169,3,190,36
288,1,RCB,KXIP,20,190,3,190,50
289,1,SRH,RR,1,3,0,136,3
289,1,SRH,RR,2,4,2,136,4
289,1,SRH,RR,3,5,3,136,5
289,1,SRH,RR,4,8,3,136,8
289,1,SRH,RR,5,17,3,136,14
289,1,SRH,RR,6,21,3,136,17
289,1,SRH,RR,7,30,3,136,25
289,1,SRH,RR,8,34,3,136,26
289,1,SRH,RR,9,40,3,136,23
289,1,SRH,RR,10,48,3,136,27
289,1,SRH,RR,11,51,4,136,21
289,1,SRH,RR,12,61,4,136,27
289,1,SRH,RR,13,69,4,136,29
289,1,SRH,RR,14,83,4,136,35
289,1,SRH,RR,15,90,4,136,39
289,1,SRH,RR,16,104,4,136,43
289,1,SRH,RR,17,111,5,136,42
289,1,SRH,RR,18,122,5,136,39
289,1,SRH,RR,19,129,7,136,39
289,1,SRH,RR,20,136,9,136,32
290,1,KXIP,MI,1,2,0,183,2
290,1,KXIP,MI,2,2,1,183,2
290,1,KXIP,MI,3,11,2,183,11
290,1,KXIP,MI,4,16,2,183,16
290,1,KXIP,MI,5,22,2,183,20
290,1,KXIP,MI,6,35,2,183,33
290,1,KXIP,MI,7,43,2,183,32
290,1,KXIP,MI,8,63,2,183,47
290,1,KXIP,MI,9,68,2,183,46
290,1,KXIP,MI,10,80,2,183,45
290,1,KXIP,MI,11,87,2,183,44
290,1,KXIP,MI,12,90,2,183,27
290,1,KXIP,MI,13,108,2,183,40
290,1,KXIP,MI,14,119,2,183,39
290,1,KXIP,MI,15,131,2,183,44
290,1,KXIP,MI,16,143,2,183,53
290,1,KXIP,MI,17,156,3,183,48
290,1,KXIP,MI,18,164,4,183,45
290,1,KXIP,MI,19,174,5,183,43
290,1,KXIP,MI,20,183,8,183,40
291,1,RCB,CSK,1,6,0,106,6
291,1,RCB,CSK,2,17,0,106,17
291,1,RCB,CSK,3,33,0,106,33
291,1,RCB,CSK,4,46,0,106,46
291,1,RCB,CSK,5,66,0,106,60
291,1,RCB,CSK,6,76,1,106,59
291,1,RCB,CSK,7,90,2,106,57
291,1,RCB,CSK,8,106,2,106,60
292,1,KKR,SRH,1,5,0,130,5
292,1,KKR,SRH,2,10,0,130,10
292,1,KKR,SRH,3,17,0,130,17
292,1,KKR,SRH,4,20,0,130,20
292,1,KKR,SRH,5,27,1,130,22
292,1,KKR,SRH,6,33,1,130,23
292,1,KKR,SRH,7,42,1,130,25
292,1,KKR,SRH,8,47,2,130,27
292,1,KKR,SRH,9,52,2,130,25
292,1,KKR,SRH,10,56,2,130,23
292,1,KKR,SRH,11,60,3,130,18
292,1,KKR,SRH,12,66,3,130,19
292,1,KKR,SRH,13,74,3,130,22
292,1,KKR,SRH,14,80,3,130,24
292,1,KKR,SRH,15,89,3,130,29
292,1,KKR,SRH,16,95,4,130,29
292,1,KKR,SRH,17,100,5,130,26
292,1,KKR,SRH,18,111,5,130,31
292,1,KKR,SRH,19,121,6,130,32
292,1,KKR,SRH,20,130,7,130,35
293,1,CSK,MI,1,6,0,192,6
293,1,CSK,MI,2,18,0,192,18
293,1,CSK,MI,3,27,0,192,27
293,1,CSK,MI,4,29,0,192,29
293,1,CSK,MI,5,39,0,192,33
293,1,CSK,MI,6,47,0,192,29
293,1,CSK,MI,7,52,0,192,25
293,1,CSK,MI,8,55,1,192,26
293,1,CSK,MI,9,63,1,192,24
293,1,CSK,MI,10,69,1,192,22
293,1,CSK,MI,11,84,1,192,32
293,1,CSK,MI,12,94,1,192,39
293,1,CSK,MI,13,107,1,192,44
293,1,CSK,MI,14,114,1,192,45
293,1,CSK,MI,15,125,1,192,41
293,1,CSK,MI,16,137,1,192,43
293,1,CSK,MI,17,151,1,192,44
293,1,CSK,MI,18,161,1,192,47
293,1,CSK,MI,19,173,1,192,48
293,1,CSK,MI,20,192,1,192,55
294,1,SRH,RR,1,2,1,132,2
294,1,SRH,RR,2,3,1,132,3
294,1,SRH,RR,3,6,2,132,6
294,1,SRH,RR,4,12,2,132,12
294,1,SRH,RR,5,21,2,132,19
294,1,SRH,RR,6,27,2,132,24
294,1,SRH,RR,7,31,2,132,25
294,1,SRH,RR,8,38,2,132,26
294,1,SRH,RR,9,42,2,132,21
294,1,SRH,RR,10,48,2,132,21
294,1,SRH,RR,11,55,3,132,24
294,1,SRH,RR,12,57,3,132,19
294,1,SRH,RR,13,62,3,132,20
294,1,SRH,RR,14,67,3,132,19
294,1,SRH,RR,15,77,3,132,22
294,1,SRH,RR,16,88,4,132,31
294,1,SRH,RR,17,104,4,132,42
294,1,SRH,RR,18,113,6,132,46
294,1,SRH,RR,19,122,6,132,45
294,1,SRH,RR,20,132,7,132,44
295,1,RR,MI,1,4,0,165,4
295,1,RR,MI,2,11,0,165,11
295,1,RR,MI,3,20,0,165,20
295,1,RR,MI,4,23,0,165,23
295,1,RR,MI,5,33,0,165,29
295,1,RR,MI,6,42,0,165,31
295,1,RR,MI,7,44,1,165,24
295,1,RR,MI,8,54,1,165,31
295,1,RR,MI,9,61,2,165,28
295,1,RR,MI,10,65,3,165,23
295,1,RR,MI,11,73,3,165,29
295,1,RR,MI,12,87,3,165,33
295,1,RR,MI,13,93,4,165,32
295,1,RR,MI,14,101,4,165,36
295,1,RR,MI,15,104,4,165,31
295,1,RR,MI,16,110,6,165,23
295,1,RR,MI,17,119,6,165,26
295,1,RR,MI,18,132,6,165,31
295,1,RR,MI,19,147,6,165,43
295,1,RR,MI,20,165,6,165,55
296,1,MI,CSK,1,8,1,148,8
296,1,MI,CSK,2,11,2,148,11
296,1,MI,CSK,3,16,2,148,16
296,1,MI,CSK,4,18,3,148,18
296,1,MI,CSK,5,25,3,148,17
296,1,MI,CSK,6,34,3,148,23
296,1,MI,CSK,7,40,3,148,24
296,1,MI,CSK,8,45,3,148,27
296,1,MI,CSK,9,50,3,148,25
296,1,MI,CSK,10,58,4,148,24
296,1,MI,CSK,11,65,4,148,25
296,1,MI,CSK,12,74,4,148,29
296,1,MI,CSK,13,84,4,148,34
296,1,MI,CSK,14,90,4,148,32
296,1,MI,CSK,15,100,4,148,35
296,1,MI,CSK,16,106,5,148,32
296,1,MI,CSK,17,112,5,148,28
296,1,MI,CSK,18,129,6,148,39
296,1,MI,CSK,19,135,7,148,35
296,1,MI,CSK,20,148,9,148,42
297,1,KKR,MI,1,1,0,163,1
297,1,KKR,MI,2,5,1,163,5
297,1,KKR,MI,3,10,1,163,10
297,1,KKR,MI,4,20,1,163,20
297,1,KKR,MI,5,28,1,163,27
297,1,KKR,MI,6,31,1,163,26
297,1,KKR,MI,7,37,1,163,27
297,1,KKR,MI,8,44,1,163,24
297,1,KKR,MI,9,54,1,163,26
297,1,KKR,MI,10,63,1,163,32
297,1,KKR,MI,11,69,1,163,32
297,1,KKR,MI,12,78,1,163,34
297,1,KKR,MI,13,86,1,163,32
297,1,KKR,MI,14,90,1,163,27
297,1,KKR,MI,15,110,1,163,41
297,1,KKR,MI,16,125,1,163,47
297,1,KKR,MI,17,135,2,163,49
297,1,KKR,MI,18,144,3,163,54
297,1,KKR,MI,19,149,5,163,39
297,1,KKR,MI,20,163,5,163,38
298,1,DC,RCB,1,4,0,145,4
298,1,DC,RCB,2,7,0,145,7
298,1,DC,RCB,3,15,1,145,15
298,1,DC,RCB,4,17,2,145,17
298,1,DC,RCB,5,17,3,145,13
298,1,DC,RCB,6,30,3,145,23
298,1,DC,RCB,7,35,3,145,20
298,1,DC,RCB,8,36,4,145,19
298,1,DC,RCB,9,40,4,145,23
298,1,DC,RCB,10,49,4,145,19
298,1,DC,RCB,11,58,4,145,23
298,1,DC,RCB,12,63,4,145,27
298,1,DC,RCB,13,74,4,145,34
298,1,DC,RCB,14,79,4,145,30
298,1,DC,RCB,15,82,4,145,24
298,1,DC,RCB,16,93,4,145,30
298,1,DC,RCB,17,101,4,145,27
298,1,DC,RCB,18,115,4,145,36
298,1,DC,RCB,19,128,4,145,46
298,1,DC,RCB,20,145,4,145,52
299,1,CSK,KXIP,1,9,0,205,9
299,1,CSK,KXIP,2,19,0,205,19
299,1,CSK,KXIP,3,33,0,205,33
299,1,CSK,KXIP,4,41,0,205,41
299,1,CSK,KXIP,5,59,0,205,50
299,1,CSK,KXIP,6,70,0,205,51
299,1,CSK,KXIP,7,76,0,205,43
299,1,CSK,KXIP,8,89,0,205,48
299,1,CSK,KXIP,9,96,0,205,37
299,1,CSK,KXIP,10,102,0,205,32
299,1,CSK,KXIP,11,112,0,205,36
299,1,CSK,KXIP,12,116,0,205,27
299,1,CSK,KXIP,13,128,1,205,32
299,1,CSK,KXIP,14,132,1,205,30
299,1,CSK,KXIP,15,145,1,205,33
299,1,CSK,KXIP,16,160,1,205,44
299,1,CSK,KXIP,17,172,2,205,44
299,1,CSK,KXIP,18,180,2,205,48
299,1,CSK,KXIP,19,187,3,205,42
299,1,CSK,KXIP,20,205,4,205,45
300,1,SRH,RR,1,2,1,133,2
300,1,SRH,RR,2,4,1,133,4
300,1,SRH,RR,3,17,1,133,17
300,1,SRH,RR,4,24,1,133,24
300,1,SRH,RR,5,33,1,133,31
300,1,SRH,RR,6,41,1,133,37
300,1,SRH,RR,7,44,1,133,27
300,1,SRH,RR,8,50,1,133,26
300,1,SRH,RR,9,62,1,133,29
300,1,SRH,RR,10,69,1,133,28
300,1,SRH,RR,11,75,1,133,31
300,1,SRH,RR,12,79,2,133,29
300,1,SRH,RR,13,82,2,133,20
300,1,SRH,RR,14,85,3,133,16
300,1,SRH,RR,15,90,3,133,15
300,1,SRH,RR,16,99,3,133,20
300,1,SRH,RR,17,108,4,133,26
300,1,SRH,RR,18,116,5,133,31
300,1,SRH,RR,19,125,5,133,35
300,1,SRH,RR,20,133,6,133,34
301,1,MI,RCB,1,8,0,115,8
301,1,MI,RCB,2,10,0,115,10
301,1,MI,RCB,3,17,0,115,17
301,1,MI,RCB,4,21,1,115,21
301,1,MI,RCB,5,31,1,115,23
301,1,MI,RCB,6,49,1,115,39
301,1,MI,RCB,7,53,2,115,36
301,1,MI,RCB,8,58,2,115,37
301,1,MI,RCB,9,60,2,115,29
301,1,MI,RCB,10,63,3,115,14
301,1,MI,RCB,11,69,3,115,16
301,1,MI,RCB,12,72,4,115,14
301,1,MI,RCB,13,78,4,115,18
301,1,MI,RCB,14,87,4,115,24
301,1,MI,RCB,15,92,4,115,23
301,1,MI,RCB,16,98,4,115,26
301,1,MI,RCB,17,101,6,115,23
301,1,MI,RCB,18,102,7,115,15
301,1,MI,RCB,19,111,8,115,19
301,1,MI,RCB,20,115,9,115,17
302,1,KKR,DC,1,10,1,166,10
302,1,KKR,DC,2,11,2,166,11
302,1,KKR,DC,3,16,2,166,16
302,1,KKR,DC,4,18,2,166,18
302,1,KKR,DC,5,27,2,166,17
302,1,KKR,DC,6,31,2,166,20
302,1,KKR,DC,7,44,2,166,28
302,1,KKR,DC,8,50,2,166,32
302,1,KKR,DC,9,56,2,166,29
302,1,KKR,DC,10,63,2,166,32
302,1,KKR,DC,11,75,3,166,31
302,1,KKR,DC,12,82,3,166,32
302,1,KKR,DC,13,93,3,166,37
302,1,KKR,DC,14,99,3,166,36
302,1,KKR,DC,15,112,3,166,37
302,1,KKR,DC,16,124,3,166,42
302,1,KKR,DC,17,132,4,166,39
302,1,KKR,DC,18,144,4,166,45
302,1,KKR,DC,19,154,4,166,42
302,1,KKR,DC,20,166,5,166,42
303,1,RR,KXIP,1,6,0,191,6
303,1,RR,KXIP,2,13,0,191,13
303,1,RR,KXIP,3,22,1,191,22
303,1,RR,KXIP,4,32,1,191,32
303,1,RR,KXIP,5,41,1,191,35
303,1,RR,KXIP,6,54,1,191,41
303,1,RR,KXIP,7,62,2,191,40
303,1,RR,KXIP,8,67,2,191,35
303,1,RR,KXIP,9,77,2,191,36
303,1,RR,KXIP,10,85,2,191,31
303,1,RR,KXIP,11,98,2,191,36
303,1,RR,KXIP,12,119,2,191,52
303,1,RR,KXIP,13,128,2,191,51
303,1,RR,KXIP,14,131,3,191,46
303,1,RR,KXIP,15,143,3,191,45
303,1,RR,KXIP,16,146,4,191,27
303,1,RR,KXIP,17,159,5,191,31
303,1,RR,KXIP,18,174,5,191,43
303,1,RR,KXIP,19,183,5,191,40
303,1,RR,KXIP,20,191,5,191,45
304,1,CSK,DC,1,4,0,177,4
304,1,CSK,DC,2,14,0,177,14
304,1,CSK,DC,3,23,0,177,23
304,1,CSK,DC,4,25,1,177,25
304,1,CSK,DC,5,30,1,177,26
304,1,CSK,DC,6,34,1,177,20
304,1,CSK,DC,7,43,1,177,20
304,1,CSK,DC,8,46,1,177,21
304,1,CSK,DC,9,55,1,177,25
304,1,CSK,DC,10,65,1,177,31
304,1,CSK,DC,11,77,2,177,34
304,1,CSK,DC,12,90,2,177,44
304,1,CSK,DC,13,94,2,177,39
304,1,CSK,DC,14,103,2,177,38
304,1,CSK,DC,15,111,3,177,34
304,1,CSK,DC,16,119,3,177,29
304,1,CSK,DC,17,135,3,177,41
304,1,CSK,DC,18,150,4,177,47
304,1,CSK,DC,19,162,6,177,51
304,1,CSK,DC,20,177,7,177,58
305,1,KXIP,SRH,1,2,0,193,2
305,1,KXIP,SRH,2,3,0,193,3
305,1,KXIP,SRH,3,19,0,193,19
305,1,KXIP,SRH,4,26,0,193,26
305,1,KXIP,SRH,5,38,0,193,36
305,1,KXIP,SRH,6,43,0,193,40
305,1,KXIP,SRH,7,52,1,193,33
305,1,KXIP,SRH,8,57,1,193,31
305,1,KXIP,SRH,9,62,1,193,24
305,1,KXIP,SRH,10,77,1,193,34
305,1,KXIP,SRH,11,86,2,193,34
305,1,KXIP,SRH,12,98,2,193,41
305,1,KXIP,SRH,13,123,2,193,61
305,1,KXIP,SRH,14,139,2,193,62
305,1,KXIP,SRH,15,152,2,193,66
305,1,KXIP,SRH,16,155,3,193,57
305,1,KXIP,SRH,17,162,3,193,39
305,1,KXIP,SRH,18,179,4,193,40
305,1,KXIP,SRH,19,185,4,193,33
305,1,KXIP,SRH,20,193,6,193,38
306,1,CSK,RR,1,5,0,140,5
306,1,CSK,RR,2,8,0,140,8
306,1,CSK,RR,3,18,0,140,18
306,1,CSK,RR,4,20,0,140,20
306,1,CSK,RR,5,32,0,140,27
306,1,CSK,RR,6,51,1,140,43
306,1,CSK,RR,7,53,1,140,35
306,1,CSK,RR,8,63,2,140,43
306,1,CSK,RR,9,66,3,140,34
306,1,CSK,RR,10,71,3,140,20
306,1,CSK,RR,11,74,4,140,21
306,1,CSK,RR,12,81,5,140,18
306,1,CSK,RR,13,85,5,140,19
306,1,CSK,RR,14,98,5,140,27
306,1,CSK,RR,15,101,6,140,27
306,1,CSK,RR,16,106,6,140,25
306,1,CSK,RR,17,117,6,140,32
306,1,CSK,RR,18,120,6,140,22
306,1,CSK,RR,19,131,6,140,30
306,1,CSK,RR,20,140,6,140,34
307,1,KKR,RCB,1,6,1,150,6
307,1,KKR,RCB,2,17,2,150,17
307,1,KKR,RCB,3,22,2,150,22
307,1,KKR,RCB,4,28,2,150,28
307,1,KKR,RCB,5,38,2,150,32
307,1,KKR,RCB,6,42,2,150,25
307,1,KKR,RCB,7,57,2,150,35
307,1,KKR,RCB,8,66,2,150,38
307,1,KKR,RCB,9,76,2,150,38
307,1,KKR,RCB,10,82,2,150,40
307,1,KKR,RCB,11,89,2,150,32
307,1,KKR,RCB,12,91,4,150,25
307,1,KKR,RCB,13,96,4,150,20
307,1,KKR,RCB,14,100,4,150,18
307,1,KKR,RCB,15,106,4,150,17
307,1,KKR,RCB,16,113,5,150,22
307,1,KKR,RCB,17,129,5,150,33
307,1,KKR,RCB,18,133,6,150,33
307,1,KKR,RCB,19,142,6,150,36
307,1,KKR,RCB,20,150,7,150,37
308,1,SRH,DC,1,6,0,184,6
308,1,SRH,DC,2,15,0,184,15
308,1,SRH,DC,3,22,0,184,22
308,1,SRH,DC,4,32,0,184,32
308,1,SRH,DC,5,47,0,184,41
308,1,SRH,DC,6,55,0,184,40
308,1,SRH,DC,7,57,1,184,35
308,1,SRH,DC,8,67,1,184,35
308,1,SRH,DC,9,72,1,184,25
308,1,SRH,DC,10,81,1,184,26
308,1,SRH,DC,11,85,1,184,28
308,1,SRH,DC,12,90,1,184,23
308,1,SRH,DC,13,92,1,184,20
308,1,SRH,DC,14,99,1,184,18
308,1,SRH,DC,15,118,1,184,33
308,1,SRH,DC,16,128,1,184,38
308,1,SRH,DC,17,139,1,184,47
308,1,SRH,DC,18,160,1,184,61
308,1,SRH,DC,19,174,1,184,56
308,1,SRH,DC,20,184,1,184,56
309,1,MI,CSK,1,2,0,141,2
309,1,MI,CSK,2,11,1,141,11
309,1,MI,CSK,3,20,1,141,20
309,1,MI,CSK,4,25,1,141,25
309,1,MI,CSK,5,26,2,141,24
309,1,MI,CSK,6,31,2,141,20
309,1,MI,CSK,7,37,2,141,17
309,1,MI,CSK,8,44,2,141,19
